"Table S1 List of all DE genes in all pairwise age comparisons, as well as in the main LRT. In the pairwise tests, only genes that were also significant in the LRT were kept. In all tests, q-values represent FDR-corrected p-values.",,,,,,,,,
,,,,,,,,,
,,LRT,,20d vs. 5d,,30d vs. 5d,,40d vs. 5d,
Gene,Mean,p-value,q-value,log2 FC,q-value,log2 FC,q-value,log2 FC,q-value
Arp8,224.1762253,0.000953602,0.006121581,-0.209192611,0.668596307,0.679589683,0.026629084,0.338837998,0.362054189
CG31793,881.4788356,0.000956576,0.00613704,0.224847165,0.570951701,0.755682752,0.00335214,0.151672222,0.689083417
mtt,639.8416897,0.000958584,0.006146284,-0.600030915,0.110039624,-0.580378464,0.086190595,0.207649605,0.635620005
ScpX,1131.794006,0.000959346,0.006147531,0.533176275,0.015343301,0.598760302,0.002809844,0.410475404,0.059049066
MBD-like,348.8749292,0.000962997,0.006167278,0.149227308,0.766701852,-0.389890777,0.259210268,-0.723647018,0.018775449
CG2059,514.3661554,0.00096363,0.006167656,0.385090705,0.25500636,-0.047933562,0.91717528,-0.470106056,0.113465418
CR46117,8.643925498,0.000964194,0.006167656,-5.772429611,0.007951854,-1.383948881,NA,0.567743152,0.796664256
CG31156,389.6315277,0.000968425,0.006191063,-0.343230634,0.090237951,-0.181464909,0.385989419,0.185213702,0.381003527
tam,120.8867955,0.000971441,0.006206684,-0.299584087,0.647829126,0.910964314,0.027450944,0.186099876,0.763214661
CLS,326.7635968,0.000975631,0.006229781,-0.298671004,0.317405387,-0.32781775,0.199356155,-0.729950969,0.001059201
Rap2l,920.5351216,0.000979299,0.006249521,0.334905967,0.171877279,-0.161777217,0.537467966,-0.248929467,0.306103527
mRpL48,206.5167568,0.000981839,0.006262041,-0.385579944,0.35553071,-0.23744247,0.561028311,-0.991613336,0.001276525
kay,4812.550583,0.000984083,0.00627266,0.527736853,0.045323824,0.494453708,0.041427554,0.723941845,0.001320411
CG2982,355.6175956,0.000986759,0.006286019,0.517004601,0.09847104,0.799842991,0.002027001,0.661540312,0.014543884
Pp2B-14D,2174.145707,0.000992966,0.006321844,-0.143160447,0.680821162,-0.363456787,0.122728831,0.298963754,0.236297398
Spn27A,1791.359679,0.000994707,0.006329213,1.006980045,0.071974607,1.530946739,0.001220994,0.721272998,0.19617142
CR44953,11.12365627,0.000996058,0.006334088,4.288196809,0.120297226,5.422090209,0.01941777,7.104212004,0.001107099
Amy-d,2091.878966,0.001003021,0.006370891,1.402457913,0.029246133,1.878266867,0.00089073,1.195556771,0.052119067
Proc-R,944.3501384,0.001002717,0.006370891,-0.395280365,0.205271442,-0.451342086,0.09370687,-0.788953936,0.001229978
ldlCp,409.9982902,0.001004371,0.006375723,-0.382036089,0.074778865,0.033373366,0.915676673,0.205589485,0.360235705
CG4662,863.5707089,0.0010098,0.006406435,-0.154377874,0.675343316,-0.426592344,0.081707001,0.284631228,0.29865491
CG12112,172.1169354,0.001011345,0.006412485,0.250972938,0.726433398,0.602382217,0.224105442,1.25751472,0.002877207
CG10253,753.925238,0.001015336,0.006427112,0.016258065,0.982581864,0.98039031,0.008320789,0.553747268,0.194540882
CG1667,1555.391913,0.001015432,0.006427112,2.899404906,0.003282663,2.65372583,0.005040003,3.160569235,0.000485281
CG44837,1038.986594,0.001014785,0.006427112,-0.756317893,0.009654514,-0.657442654,0.01848461,-0.267058206,0.445189491
Skp2,169.0598736,0.001016292,0.006428801,0.583299842,0.43875909,1.238355062,0.02324285,1.577692877,0.002382211
CG10918,5.084813389,0.001019339,0.006444319,-4.564544853,0.023548284,0.072463107,NA,0.934927912,NA
Atg9,781.7859312,0.001021854,0.006456449,-0.01577072,0.972326698,0.568813166,0.008345211,0.162820416,0.580046578
e(y)3,3082.400164,0.001026834,0.006484132,-0.353617288,0.138857873,-0.145480514,0.582796988,0.252909459,0.283538542
CG3803,222.0508979,0.001027558,0.006484923,-0.660864541,0.003520117,-0.43268837,0.053556406,-0.348014705,0.154780325
MFS16,630.2518076,0.001029036,0.006490477,0.431777547,0.178168341,0.776444589,0.002384987,0.655068688,0.013412151
CG12851,1398.262546,0.001032164,0.006502631,-0.405258013,0.26435995,-0.777161702,0.005930678,-0.007604148,0.987111174
par-6,1956.828197,0.001031649,0.006502631,0.509357326,0.009917597,0.303107502,0.137801982,0.515344131,0.00510246
CG6287,5229.640338,0.001035716,0.006520434,0.253724183,0.571152399,0.35699271,0.3109351,-0.523340363,0.109062626
Tob,3702.404757,0.001036193,0.006520434,-0.283981376,0.587360652,-0.740200114,0.037964191,0.31422085,0.47948452
CG8908,103.4496119,0.001036956,0.006521451,1.139582724,0.004182066,0.959753822,0.013005416,0.920209106,0.020207997
ort,256.4036682,0.001041909,0.006548796,-0.505621805,0.169207603,-0.927431413,0.001753179,-0.575516641,0.078229693
Cyp4s3,351.3491273,0.001046044,0.006570974,-0.653618215,0.032178353,0.076246366,0.862103663,-0.471599879,0.122070575
Proc,1538.486957,0.001058239,0.006640254,-0.903934184,0.055779184,-1.215269276,0.002978082,-0.759061164,0.092919215
mus210,1403.109783,0.001058298,0.006640254,-0.432570897,0.013055888,-0.370643082,0.025507426,-0.102898499,0.651543749
CG42369,2113.038327,0.001063197,0.006667129,-0.183054025,0.837816506,0.05283007,0.951637719,-1.395473676,0.003949253
fuss,80.86194496,0.001068095,0.006693972,0.595623349,0.217092828,0.064658385,0.923420881,1.043193741,0.006206212
salm,208.800945,0.001069721,0.00670029,-0.396199023,0.29043012,-0.82039724,0.004432433,-0.03651216,0.94270084
CG42268,6449.248235,0.001078883,0.006745973,-0.292740407,0.233532256,-0.483862052,0.014106955,0.048524814,0.882253753
Tsf3,270.3596674,0.001078809,0.006745973,0.591002283,0.483377469,1.669215504,0.003661437,1.418950633,0.016916327
eIF4G2,2457.720168,0.001078573,0.006745973,-0.162373029,0.696544034,-0.342498066,0.247131734,0.414201303,0.149675447
CG31739,1434.060541,0.001079898,0.006748426,-0.35434965,0.008061261,-0.313467499,0.0140488,-0.172335733,0.247467923
CG5045,945.7761663,0.001082159,0.006756209,0.205030507,0.537126897,0.063151304,0.861951876,-0.481063671,0.042085784
Kr,97.58071702,0.001082688,0.006756209,-0.201696739,0.804931268,-0.61385698,0.261085283,0.786873897,0.121773523
snoRNA:Psi18S-1347b,20.82352631,0.001083014,0.006756209,0.400147517,0.843411639,1.200277005,0.361029801,2.918999185,0.005557809
GC1,1137.966559,0.001084366,0.006760752,-0.493851848,0.037983574,-0.284832849,0.243835788,-0.616127538,0.003208509
pod1,2281.402713,0.001088549,0.006782929,0.007818012,0.984790206,0.098851637,0.728221481,0.51908789,0.008249996
RpL4,25734.78876,0.001092828,0.006805681,0.155150742,0.778296126,0.333710876,0.400251145,-0.648455915,0.057940279
CG11210,1314.423588,0.001094561,0.006812558,0.312954483,0.268400118,0.436834595,0.058798915,0.680784771,0.001360201
CG16953,5997.981916,0.001097738,0.006828411,0.527834874,0.004052345,0.36921128,0.044517328,0.199768121,0.356302412
Gp210,888.2527505,0.001101289,0.006842642,0.378928512,0.262629896,0.751442137,0.003909191,0.685078325,0.009834171
cv-c,2483.38753,0.001101182,0.006842642,0.338105759,0.331585613,0.501815349,0.071734245,0.809778603,0.001415887
CG43351,325.2948732,0.001102611,0.006846933,0.675643518,0.411678277,0.008565891,0.993125046,-1.27506144,0.044549587
tsh,142.1623945,0.001103771,0.006850206,0.285459128,0.530088362,-0.673699278,0.039264497,0.118173178,0.805479378
Zip99C,2743.436357,0.0011049,0.006853287,1.257577817,0.063985627,1.757378152,0.002509367,1.729773994,0.002744842
CG18265,677.8876953,0.001109404,0.006877292,-0.084915389,0.918168721,-0.37006768,0.490103704,0.836892533,0.06118078
spartin,109.1110649,0.001116337,0.006916308,0.9978768,0.045867223,1.373096263,0.001324068,0.934401073,0.046139626
hang,2318.743291,0.001123564,0.006954651,-0.275864659,0.332665532,-0.492827409,0.02559451,0.124157781,0.689012503
snoRNA:Psi18S-996,34.48274786,0.001123809,0.006954651,-0.545189567,0.742049783,-0.920924725,0.46394366,-3.696700668,0.000648456
l(1)G0193,2925.755061,0.001129113,0.006983483,0.590514551,0.028933206,0.468201404,0.071099579,0.741329679,0.001764483
CG7197,436.0932875,0.001138333,0.007032481,0.362881772,0.102067971,0.02641916,0.935571041,-0.234646082,0.312021737
DAT,316.068762,0.001138214,0.007032481,-0.940601792,0.02943911,-0.940789593,0.017634419,-0.162234004,0.784329287
CG13970,5.272745531,0.001140978,0.007036788,-4.355367271,0.051103827,-0.16660698,NA,1.528200878,NA
CR43148,94.2308219,0.001139812,0.007036788,0.940810338,0.002453762,0.514233273,0.120516975,0.441254109,0.222887095
Pa1,450.6064674,0.001140613,0.007036788,0.689878955,0.037876128,-0.058512075,0.910389087,0.555888212,0.085065801
CG12541,328.5832739,0.001143186,0.007046394,-0.241582143,0.464861433,-0.647776902,0.005196983,0.003227135,0.992901158
Cct5,1514.078639,0.001146712,0.007063099,0.794977146,0.040175606,1.046840477,0.001945393,0.841135601,0.016822129
Dsp1,3856.499789,0.0011472,0.007063099,-0.084824531,0.796217384,-0.465684658,0.014974063,0.097954553,0.725732687
CG6465,292.6658256,0.001148524,0.007064584,-0.471176108,0.427064945,-0.633856939,0.18590987,-1.356005631,0.001120537
Tango7,3991.012541,0.001148745,0.007064584,0.23675651,0.469955878,0.214723126,0.455105308,-0.411073517,0.102185931
Cyp6w1,9579.352407,0.001150458,0.007071108,0.82904616,0.175219163,0.984071814,0.061147308,-0.36345499,0.593379631
CG5002,223.0319289,0.00115183,0.007075529,0.373026298,0.673563256,1.536276307,0.004727647,1.173858312,0.041776944
hec,126.4887618,0.001153765,0.00707804,-0.922211929,0.04548509,-0.62052052,0.167194215,0.208117286,0.723025809
schlank,1455.84983,0.001154199,0.00707804,-0.079058535,0.827526147,0.001162534,0.996628323,0.471742733,0.022325123
wal,3784.829712,0.00115396,0.00707804,0.187708668,0.705049343,0.251572053,0.522984182,-0.635916817,0.048386824
Rme-8,1818.174846,0.001164369,0.007136368,0.020711914,0.95154361,0.238609586,0.208977742,0.451332639,0.006716712
pigeon,430.464287,0.001178882,0.007221234,-0.671714125,0.007370922,-0.510244174,0.037086785,-0.202150191,0.513792945
CG4646,254.0328976,0.00117972,0.007222287,-0.006622715,0.9899175,-0.031156222,0.945168448,-0.734468269,0.006137924
phtf,1195.492726,0.00118357,0.007241766,-0.351687188,0.159678668,-0.505037398,0.015551997,-0.580509606,0.004512297
pcx,1827.855325,0.001186907,0.007258085,-0.148012214,0.712671593,0.294160888,0.3109351,0.54977317,0.030280891
CG16758,6239.802574,0.001189262,0.007268386,0.999508251,0.053551966,0.953127158,0.04448254,-0.072302668,0.928034054
Gadd45,372.628465,0.001192066,0.007281414,1.09997797,0.023083681,1.232902194,0.004947596,1.256183313,0.003916877
Con,1814.546542,0.001195305,0.007297083,-0.494976073,0.399926951,-1.104895531,0.010384743,0.139360832,0.837448175
pyd3,1498.732564,0.001197973,0.007309255,-0.088811124,0.778154633,0.113648336,0.65712515,-0.444715612,0.018941045
CG9257,422.4525661,0.001198827,0.007310351,-0.248231937,0.406740728,-0.63507408,0.003153684,-0.468921286,0.041583992
Rpn3,1076.080812,0.001205622,0.007347647,0.070487516,0.835805958,0.524796617,0.004419939,0.261266548,0.232138039
CG32521,15572.88003,0.001208186,0.007359137,0.31223559,0.144094425,0.30724142,0.109074059,-0.139825802,0.554234197
KLHL18,436.2488707,0.001212654,0.007382202,-0.85750146,0.003873229,-0.270831784,0.442313294,-0.143108581,0.733218023
CG3887,1195.90328,0.001217947,0.007406104,0.203384078,0.395017349,0.084235237,0.73986873,-0.330488809,0.083373485
otp,160.8181402,0.001217438,0.007406104,-0.476501023,0.284232195,-0.680336196,0.059482013,0.284339682,0.52181115
Ets65A,640.8923502,0.001226807,0.007455795,-0.484569417,0.200456338,-0.930190409,0.001955023,-0.254291592,0.527093235
Tsp26A,314.0236851,0.001234416,0.007495347,-0.09982869,0.855621281,-0.151216521,0.724005656,0.635491268,0.038790467
mask,8930.287501,0.001234699,0.007495347,-0.091289297,0.829195611,-0.142666177,0.664122118,0.490181445,0.047770722
Tango1,2122.662565,0.001237003,0.007505129,-0.15775058,0.75621819,0.699907572,0.022976303,0.161331124,0.715866216
Ziz,2533.12835,0.001238543,0.007510272,-0.302229615,0.376512944,-0.384232541,0.172690065,0.312245574,0.300354152
CG44243,55.4757615,0.001243986,0.007539056,1.236266977,0.035121834,-0.278886838,0.724291513,0.362104653,0.629234784
CG43074,8.355081313,0.001245572,0.007544446,-2.136200226,0.503262388,3.427411059,NA,2.505859181,0.1771872
uif,477.4586054,0.001250883,0.007572382,0.421275695,0.644908384,1.668085303,0.003494814,1.084489264,0.083906107
qm,1542.363228,0.001253737,0.007585425,-0.070999796,0.751717446,-0.388501735,0.003450011,-0.067606453,0.734158597
CR44116,28.86539868,0.001260425,0.007617384,1.660155214,0.004182066,0.816121804,0.210925926,1.322043761,0.023980335
nct,957.6718077,0.001259877,0.007617384,0.243485366,0.317921694,0.24639369,0.248596221,0.568517524,0.001435403
Cerk,1293.131401,0.001263015,0.007628779,0.240960612,0.571152399,0.833626285,0.002549059,0.350640166,0.298643183
rec,36.82740788,0.001265091,0.007637063,-0.836300786,0.332407528,-0.06542949,0.953104792,1.092810113,0.101788453
Dscam1,3451.316301,0.001271986,0.007674409,-0.359139283,0.478220057,-0.246909873,0.602972061,0.610294568,0.116154253
CG13532,358.4825483,0.001274503,0.007685319,-0.690009802,0.013093753,-0.613344857,0.019399273,-0.22807046,0.494938777
CG9109,168.7701799,0.00128068,0.007718269,-0.604062988,0.14549193,-0.915568451,0.008098456,-0.871150715,0.013626361
Dop1R1,2540.245557,0.001282855,0.007727077,-0.651262948,0.18930772,-0.777792364,0.06802486,0.283594215,0.60827845
tnc,290.3967963,0.001287706,0.007751991,-0.808891098,0.113504687,-0.9198981,0.039478816,0.156498187,0.814603181
cm,302.6675452,0.001291802,0.007772331,-0.521643668,0.017415371,-0.198304998,0.420841791,-0.513575012,0.013057568
CG14562,1196.742967,0.00129506,0.007787607,-0.469172308,0.058384359,-0.555517764,0.011215364,-0.084964028,0.799363824
Gbeta13F,8061.286063,0.001295987,0.007788861,-0.095810717,0.737466917,-0.344251941,0.057528347,0.183283408,0.393873648
smp-30,664.2854945,0.001298325,0.007798587,0.884298759,0.266726881,1.235169198,0.058184769,-0.521549525,0.524206755
Sema-1a,3941.694751,0.001299488,0.007801246,-0.28699821,0.628318361,-0.631220936,0.127792985,0.49481002,0.270199371
CG34132,119.7790293,0.001302756,0.007816538,0.343561247,0.463793564,-0.296689465,0.482995086,-0.693271578,0.05854349
dod,422.2746206,0.001304862,0.007824839,-0.110933998,0.711384838,-0.105885844,0.68071669,-0.553565402,0.00248574
CR43611,7.778766433,0.001312284,0.007864996,1.174485042,0.44575628,-0.147292408,NA,-3.965533978,0.039605462
CR45870,6.590753176,0.001313497,0.00786791,-2.016010184,0.39280537,1.013587922,NA,2.310071969,0.065318909
His4r,9056.115081,0.001314751,0.007871075,0.136985787,0.664610913,-0.197585348,0.421444496,-0.445012937,0.030696335
CG44006,107.372925,0.001331152,0.007964859,1.529741589,0.046633021,2.052674614,0.001948066,1.906495122,0.004408214
olf413,1809.584963,0.001335161,0.007984441,-0.210003612,0.730346817,-0.519489567,0.219400598,0.571890204,0.174242392
Wbp2,3996.240158,0.001342016,0.008019307,0.3182143,0.166568859,0.528256703,0.004827574,0.497389914,0.008650807
tty,2268.205767,0.001342472,0.008019307,-0.139843115,0.79210967,-0.338001857,0.365193447,0.545850224,0.104576284
CG13889,24.58457082,0.001347386,0.008044226,-0.029672616,0.979936512,-1.862381769,0.003790586,-0.596365392,0.437977682
alphaCOP,2469.781776,0.00134978,0.008049653,-0.161793798,0.556213104,0.383418952,0.044180734,0.050402708,0.867356856
msps,4087.26452,0.001349703,0.008049653,-0.383125158,0.162419238,-0.425925102,0.075535216,0.150694318,0.629925522
Ald,28013.50856,0.001361044,0.008109468,0.168577698,0.419324628,-0.119768631,0.544172778,-0.281102735,0.085235414
ref(2)P,6497.228563,0.001361307,0.008109468,0.478519911,0.088825067,0.670421925,0.005165594,0.655510966,0.006262868
Paip2,1632.360173,0.001362251,0.008110633,0.406262207,0.01921269,-0.029918185,0.914379395,0.120471239,0.579186324
TkR86C,174.336803,0.001365057,0.008122878,-0.554352418,0.092690233,-0.720869419,0.011080531,-0.055845452,0.907681866
Octbeta3R,809.9929454,0.001365906,0.008123466,-0.473483951,0.17596714,-0.503406607,0.1010393,0.226652831,0.548887188
GstE6,786.4358037,0.001370869,0.00814851,0.459881001,0.220415802,0.926108338,0.001527803,0.524679978,0.113059696
CG1695,1567.389913,0.00138312,0.008214516,-0.432443266,0.242224146,-0.721479038,0.014625082,0.067237758,0.891906719
Hop,1380.502982,0.001383968,0.008214516,0.759069893,0.011112863,0.560467736,0.056699986,0.146564486,0.723802942
snoRNA:2R:9445205,23.60933529,0.001384248,0.008214516,0.521433673,0.79410845,0.759260622,0.627024945,2.946113424,0.008184856
RpS14b,1878.336226,0.001386352,0.008222504,0.467955514,0.121674226,0.54854825,0.03684415,-0.082985128,0.837441593
CG10916,266.375313,0.001389267,0.008235284,0.408775592,0.392124152,0.71951277,0.046111071,1.032189049,0.002187954
coil,236.5076773,0.001391439,0.008243647,-0.374917274,0.247014628,0.219198673,0.487426093,0.387674694,0.172907374
CG11710,416.4691235,0.001392759,0.008246961,-0.469201812,0.026319124,0.0237331,0.941824194,0.071113869,0.80936294
slou,77.59728201,0.001394104,0.008250414,-1.322459399,0.013959427,-0.620981536,0.273243348,0.085196188,0.920372557
wuho,380.3007215,0.001395473,0.00825401,-0.281405495,0.304064027,0.158777531,0.559955769,-0.43428079,0.052477436
CG3726,660.6813824,0.001396953,0.008258258,-0.142312369,0.577042289,0.023529508,0.93551839,0.358068993,0.041233204
parvin,917.4216073,0.001409536,0.008328098,0.345620899,0.117964432,0.461984863,0.013571141,0.013312277,0.969789591
CG5853,665.7826055,0.001412377,0.008333714,0.463341668,0.578780615,0.768281456,0.221297211,1.607945555,0.002687935
Dop1R2,697.3140931,0.001413563,0.008333714,-0.230221816,0.583706084,0.036379201,0.938496117,0.574648795,0.047187
Keap1,239.2695803,0.001411433,0.008333714,0.125783232,0.799704332,0.391904214,0.223400625,0.794428628,0.004192714
v(2)k05816,97.6782468,0.001413286,0.008333714,0.620140049,0.456633246,1.202334487,0.047126084,1.718594649,0.002332844
CG16952,1590.941977,0.0014155,0.008336065,-0.537504587,0.009838693,-0.446120397,0.026129619,-0.188390161,0.451998253
Dscam2,5593.254412,0.001415064,0.008336065,-0.031521125,0.961019731,-0.143980894,0.757059131,0.699716196,0.034102059
glob1,4693.951013,0.001420279,0.008359664,0.498618826,0.3065434,0.394642858,0.387255161,-0.569175236,0.180183016
CG31195,926.1357244,0.001427737,0.008399003,0.146378449,0.543988664,0.160399628,0.421994403,0.478108842,0.002331305
SH3PX1,715.5788438,0.001432668,0.008423435,0.348751539,0.221965708,0.601614997,0.008194592,0.624368671,0.005776292
CG11474,630.0682373,0.001438428,0.008452715,-0.378515411,0.212657427,-0.437734838,0.093453817,-0.745704168,0.00174516
CR14033,143.3210925,0.001439436,0.008454056,0.119088877,0.89652361,0.913264093,0.062717474,1.200722428,0.010543005
CG8353,246.1024801,0.001440495,0.008455691,1.056098221,0.40718557,2.653261852,0.003521137,2.404047607,0.009407741
CG43315,19.16618095,0.001445799,0.008482231,2.738138508,0.071238425,2.862978325,0.034399041,4.232077866,0.000627156
Rel,3482.819259,0.001450904,0.008507576,1.068796929,0.024109482,1.204733128,0.005040003,1.197420304,0.00510246
SMC3,875.9977513,0.001453932,0.008520717,-0.326054178,0.090087655,-0.492010043,0.00234064,-0.258095318,0.16910681
CG16965,548.1917172,0.001455047,0.008522643,0.787567682,0.245832234,1.556988932,0.003062573,1.366741372,0.011047279
CG10077,14099.88606,0.001459225,0.008542495,-0.05990082,0.861758487,-0.272897752,0.19534432,0.291343551,0.169022042
G9a,1188.487995,0.001460427,0.008544916,-0.170785711,0.601842399,-0.406292675,0.072746944,0.231195013,0.380033647
